ISIN,WKN,Bezeichnung,Anlagegruppe,Anlageuniversum
AU000000NST8,A0BLDY,"NORTHERN STAR RES","Aktien International","Aktien International"
AU000000NTD0,A2H9W7,"NATIONAL TYRE + WHEEL LTD","Aktien International","Aktien International"
AU000000NTU4,A0LBN5,"NORTHERN MINERALS LTD.","Aktien International","Aktien International"
AU000000NUF3,881339,"NUFARM LTD.","Aktien International","Aktien International"
AU000000NVA2,A2H9WL,"NOVA MINERALS","Aktien International","Aktien International"
AU000000NVX4,A2DUU7,"NOVONIX LTD.","Aktien International","Aktien International"
AU000000NWH5,A0MYVW,"NRW HOLDINGS LTD","Aktien International","Aktien International"
AU000000NWS2,A1W4X0,"NEWS CORP. (NEW)","Aktien International","Aktien International"
AU000000OEC2,880033,"ORBITAL CORP.LTD.","Aktien International","Aktien International"
AU000000OEL3,A0HG75,"OTTO ENERGY LTD.","Aktien International","Aktien International"
AU000000OKR7,A2DWQT,"OKAPI RESOURCES LTD","Aktien International","Aktien International"
AU000000ORA8,A1W81B,"ORORA LTD","Aktien International","Aktien International"
AU000000ORG5,931678,"ORIGIN ENERGY LTD ORD NPV","Aktien International","Aktien International"
AU000000ORI1,854422,"ORICA LTD ORD NPV","Aktien International","Aktien International"
AU000000ORM3,A0N9RJ,"ORION METALS LTD. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000OZL8,A0Q657,"OZ MINERALS LTD.","Aktien International","Aktien International"
AU000000PAA1,A0DNJ3,"PHARMAUST LTD.","Aktien International","Aktien International"
AU000000PAN4,A0Q29H,"PANORAMIC RES LTD","Aktien International","Aktien International"
AU000000PCL4,A0CAFF,"PANCONTINENTAL ENERGY NL","Aktien International","Aktien International"
AU000000PDN8,890889,"PALADIN ENERGY LTD.","Aktien International","Aktien International"
AU000000PEN6,A0CBE5,"PENINSULA ENERGY LTD.","Aktien International","Aktien International"
AU000000PEX5,A0MNW5,"PEEL MINING LTD.","Aktien International","Aktien International"
AU000000PGC4,A0Q4D2,"PARAGON CARE LTD","Aktien International","Aktien International"
AU000000PGM3,A0JLZM,"PLATINA RESOURCES LTD","Aktien International","Aktien International"
AU000000PLL5,A3CQ2G,"PIEDMONT LITHIUM  CDI","Aktien International","Aktien International"
AU000000PLS0,A0YGCV,"PILBARA MINERALS","Aktien International","Aktien International"
AU000000PNR8,A0YFVM,"PANTORO LTD.","Aktien International","Aktien International"
AU000000PNV0,A12F4T,"POLYNOVO LTD. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000POD6,A2JE7D,"PODIUM MINERALS","Aktien International","Aktien International"
AU000000POS4,A0MXJ7,"POSEIDON NICKEL LTD.","Aktien International","Aktien International"
AU000000PRU3,A0B7MN,"PERSEUS MINING LTD.","Aktien International","Aktien International"
AU000000PSC9,A1JW80,"PROSPECT RESOURCES LTD","Aktien International","Aktien International"
AU000000PTM6,A0MSNR,"PLATINUM ASSET MANAG.LTD","Aktien International","Aktien International"
AU000000PXS5,254463,"PHARMAXIS LTD.","Aktien International","Aktien International"
AU000000PXX5,A2DX5Z,"POLARX LTD","Aktien International","Aktien International"
AU000000QAN2,896435,"QANTAS AIRWAYS DEF.","Aktien International","Aktien International"
AU000000QBE9,879189,"QBE INSURANCE GROUP LTD.","Aktien International","Aktien International"
AU000000QUB5,A1C0DA,"QUBE HOLDINGS","Aktien International","Aktien International"
AU000000RCE5,A2ADQM,"RECCE PHARMACEUTICALS LTD","Aktien International","Aktien International"
AU000000REA9,931148,"REA GROUP LTD.","Aktien International","Aktien International"
AU000000RED3,A0DNNW,"RED 5 LTD.","Aktien International","Aktien International"
AU000000RFX8,A1H9W2,"REDFLOW LTD.","Aktien International","Aktien International"
AU000000RGL1,A2JM28,"RIVERSGOLD LTD","Aktien International","Aktien International"
AU000000RHC8,874338,"RAMSAY HEALTH CARE LTD.","Aktien International","Aktien International"
AU000000RIC6,888874,"RIDLEY CORP. LTD","Aktien International","Aktien International"
AU000000RIO1,855018,"RIO TINTO","Aktien International","Aktien International"
AU000000RMD6,935168,"RESMED INC.","Aktien International","Aktien International"
AU000000RMS4,808383,"RAMELIUS RES LTD","Aktien International","Aktien International"
AU000000RNU8,A1C9A9,"RENASCOR RESOURCES LTD","Aktien International","Aktien International"
AU000000RRL8,A0B8RA,"REGIS RESOURCES N.L.","Aktien International","Aktien International"
AU000000RSG6,794836,"RESOLUTE MINING","Aktien International","Aktien International"
AU000000RXM4,A0MY8Q,"REX MINERLAS LTD","Aktien International","Aktien International"
AU000000S320,A14QLH,"SOUTH32 LTD.","Aktien International","Aktien International"
AU000000SAU3,A0DQ0R,"SOUTHERN GOLD LTD.","Aktien International","Aktien International"
AU000000SBM8,851747,ST.BARBARA,"Aktien International","Aktien International"
AU000000SCG8,A1156H,"SCENTRE GROUP UTS","Aktien International","Aktien International"
AU000000SDV5,A2DNJ3,"SCIDEV LTD. O.N.","Aktien International","Aktien International"
AU000000SEK6,A0EAC4,"SEEK LTD","Aktien International","Aktien International"
AU000000SER1,A0Q626,"STRATEGIC ENERGY RESOURCES LTD REGISTERED SHARES O","Aktien International","Aktien International"
AU000000SFR8,A0ERN6,"SANDFIRE RESOURCES NL","Aktien International","Aktien International"
AU000000SGH7,A0MQVF,"SLATER AND GORDON LTD","Aktien International","Aktien International"
AU000000SGM7,A0F63Y,"SIMS METAL MANAGEMENT LTD.","Aktien International","Aktien International"
AU000000SGP0,887471,"STOCKLAND ORD NPV","Aktien International","Aktien International"
AU000000SHL7,909081,"SONIC HEALTHCARE LTD.","Aktien International","Aktien International"
AU000000SHV6,862392,"SELECT HARVEST","Aktien International","Aktien International"
AU000000SIG5,A2DYWB,"SIGMA HEALTHCARE LTD. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000SLC8,A14S4U,"SUPERLOOP LTD","Aktien International","Aktien International"
AU000000SLR6,A0M5WY,"SILVER LAKE RES. LTD","Aktien International","Aktien International"
AU000000SLX4,615018,"SILEX SYS LTD","Aktien International","Aktien International"
AU000000SMR4,A0YFE7,"STANMORE RESOURCES LTD.","Aktien International","Aktien International"
AU000000SOL3,914476,"WASHINGTON H.SOUL PAT.+CO","Aktien International","Aktien International"
AU000000SOM1,A0B7QA,"SOMNOMED LTD.","Aktien International","Aktien International"
AU000000SPL0,796461,"STARPHARMA HOLDINGS LTD.","Aktien International","Aktien International"
AU000000STM0,A2DYSE,"SUNSTONE METALS LTD. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000STO6,863403,"SANTOS LTD","Aktien International","Aktien International"
AU000000STX7,A0B6PK,"STRIKE ENERGY LTD.","Aktien International","Aktien International"
AU000000SUN6,886254,"SUNCORP GROUP LTD.","Aktien International","Aktien International"
AU000000SVL8,A0LEFD,"SILVER MINES LTD","Aktien International","Aktien International"
AU000000SVM6,A0LEG3,"SOVEREIGN METALS LTD. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000SWM4,A1JAA5,"SEVEN WEST MEDIA LTD","Aktien International","Aktien International"
AU000000SXL4,A0PEF6,"SOUTHERN CROSS MEDIA GRP","Aktien International","Aktien International"
AU000000SYA5,A1W2HT,"SAYONA MINING LTD","Aktien International","Aktien International"
AU000000SYR9,A0MXQX,"SYRAH RESOURCES LTD","Aktien International","Aktien International"
AU000000TAH8,892486,"TABCORP HLDGS LTD","Aktien International","Aktien International"
AU000000TAR7,A1JR5G,"TARUGA MINERALS LTD.","Aktien International","Aktien International"
AU000000TBR5,917561,"TRIBUNE RESOURCES LTD.","Aktien International","Aktien International"
AU000000TCL6,917177,"TRANSURBAN GRP STPLD.SEC.","Aktien International","Aktien International"
AU000000TDO8,A0MSCV,"3D OIL LTD. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000TER9,A144CW,"TERRACOM LTD","Aktien International","Aktien International"
AU000000TLG7,A1C0Q2,"TALGA RESOURCES LTD.","Aktien International","Aktien International"
AU000000TLM5,A0CBC3,"TALISMAN MINING LTD.","Aktien International","Aktien International"
AU000000TLS2,A3D1FQ,"TELSTRA GROUP LTD","Aktien International","Aktien International"
AU000000TMT8,A2DG4Q,"TECHNOLOGY METALS AUSTR. LTD. REGISTERED SHARES O.","Aktien International","Aktien International"
AU000000TNE8,931047,"TECHNOLOGY ONE LTD.","Aktien International","Aktien International"
AU000000TON7,A0NGHD,"TRITON MINERALS LTD.","Aktien International","Aktien International"
AU000000TPC7,A0MUF9,"TPC CONSOLIDATED LTD.","Aktien International","Aktien International"
AU000000TWE9,A1H8S1,"TREASURY WINE ESTATES LTD","Aktien International","Aktien International"
AU000000TYX5,A14XX4,"TYRANNA RES LTD","Aktien International","Aktien International"
AU000000VAL6,A2DLPX,"VALOR RESOURCES LTD. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000VCX7,A143BG,"VICINITY CENTRES LTD","Aktien International","Aktien International"
AU000000VML1,A0F5YD,"VITAL METALS LTD. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000VRC9,A2AGQP,"VOLT RESOURCES LTD","Aktien International","Aktien International"
AU000000WAF6,A1CZBT,"WEST AFRICAN RES LTD","Aktien International","Aktien International"
AU000000WBC1,854242,"WESTPAC BANKING CORP ORD NPV","Aktien International","Aktien International"
AU000000WBT5,A2APH0,"WEEBIT NANO LTD","Aktien International","Aktien International"
AU000000WEB7,911549,"WEBJET LTD","Aktien International","Aktien International"
AU000000WEC5,A0J3YN,"WHITE ENERGY CO. LTD.","Aktien International","Aktien International"
AU000000WES1,876755,"WESFARMERS LTD ORD NPV","Aktien International","Aktien International"
AU000000WGN7,A2H9GP,"WAGNERS HOLDING CO LTD","Aktien International","Aktien International"
AU000000WGX6,A2DGZ7,"WESTGOLD RES LTD","Aktien International","Aktien International"
AU000000WHC8,A0MSK7,"WHITEHAVEN COAL LTD","Aktien International","Aktien International"
AU000000WOR2,813023,"WORLEYPARSONS LTD.","Aktien International","Aktien International"
AU000000WOW2,886853,"WOOLWORTHS LTD ORD NPV","Aktien International","Aktien International"
AU000000WTC3,A2AGET,"WISETECH GLOBAL LTD","Aktien International","Aktien International"
AU000000YAL0,A1JZHX,"YANCOAL AUSTRALIA LTD","Aktien International","Aktien International"
AU000000ZLD1,A2AS5H,"ZELIRA THERAPEUTICS LTD.","Aktien International","Aktien International"
AU000000ZNC9,A0MP37,"ZENITH MINERALS LTD","Aktien International","Aktien International"
AU0000010464,A2JSA7,"WIDE OPEN AGRICUL","Aktien International","Aktien International"
AU0000012098,A2JMGQ,"ELEMENT 25 LTD","Aktien International","Aktien International"
AU0000015588,A2N4R3,"KLEOS SPACE CDI/1/1","Aktien International","Aktien International"
AU0000018236,A2JRRM,"NICKEL INDUSTRIES LTD.","Aktien International","Aktien International"
AU0000021461,A2N4CD,"GALAN LITHIUM LTD","Aktien International","Aktien International"
AU0000026122,A2N75P,"CORON.GL.RES. CDIS/10/1","Aktien International","Aktien International"
AU0000028367,A2PQND,HERAMEDLTD,"Aktien International","Aktien International"
AU0000028763,A2N8WG,"PURE ALUMINA LTD","Aktien International","Aktien International"
AU0000030645,A2N9QN,"CHARTER HALL SOC.INF.REIT","Aktien International","Aktien International"
AU0000030678,A2N9WN,"COLES GROUP LTD","Aktien International","Aktien International"
AU0000031411,A2N94D,"GIBB RIVER DIAMONDS LTD","Aktien International","Aktien International"
AU0000032187,A2PAFJ,"A2B AUSTRALIA LTD","Aktien International","Aktien International"
AU0000033359,A2PAL9,"HEALIUS LTD","Aktien International","Aktien International"
AU0000035701,A2PA44,"THETA GOLD MNS LTD","Aktien International","Aktien International"
AU0000036949,A2QKCE,"AFRICAN GOLD LTD","Aktien International","Aktien International"
AU0000038085,A2PDNF,"CANN GLOBAL LTD","Aktien International","Aktien International"
AU0000040784,A2PFH7,"ORA GOLD LTD","Aktien International","Aktien International"
AU0000043945,A2PHDZ,"ALTERITY THERAPEUT. LTD","Aktien International","Aktien International"
AU0000047441,A2PLEV,"AVECHO BIOTECHN. LTD","Aktien International","Aktien International"
AU0000049033,A2PL8P,"AIC MINES LTD","Aktien International","Aktien International"
AU0000050981,A2PPQ3,"SEZZLE INC. CDIS/1/1","Aktien International","Aktien International"
AU0000053522,A2PPPU,"VANADIUM RESOURCES LTD","Aktien International","Aktien International"
AU0000054587,A2PP4Y,"MANDRAKE RESOURCES LTD","Aktien International","Aktien International"
AU0000061897,A2PUD0,"PERENTI GLOBAL LTD","Aktien International","Aktien International"
AU0000062440,A2PXQH,"MACARTHUR MINERALS LTD","Aktien International","Aktien International"
AU0000064966,A2PVPC,"VIRG.MON. CDIS/1   LS-, 10","Aktien International","Aktien International"
AU0000065070,A2PVYS,"MACARTHUR MINERALS (PRS)","Aktien International","Aktien International"
AU0000066086,A2PV3A,"VULCAN ENERGY RESOURCES","Aktien International","Aktien International"
AU0000066169,A2PV0S,"AUSTRAL. SILICA QUARTZ G.","Aktien International","Aktien International"
AU0000067092,A2PV6D,"GREAT NORTHERN MINERALS","Aktien International","Aktien International"
AU0000067654,A2PWV3,"NITRO SOFTWARE LTD","Aktien International","Aktien International"
AU0000067936,A2PWBH,"RESOLUTION MINERALS LTD","Aktien International","Aktien International"
AU0000068579,A2PWGN,"RAREX LTD","Aktien International","Aktien International"
AU0000070328,A2PWVP,"PROMINENCE ENERGY","Aktien International","Aktien International"
AU0000071482,A2PW0M,"ECOGRAF LTD","Aktien International","Aktien International"
AU0000072019,A2PW6W,"PATERSON RESOURCES LTD","Aktien International","Aktien International"
AU0000074221,A2PXRB,"TALI DIGITAL LTD","Aktien International","Aktien International"
AU0000082489,A2P2UB,"OMNI BRIDGEWAY LTD","Aktien International","Aktien International"
AU0000088064,A2P4YU,"WAYPOINT REIT UTS","Aktien International","Aktien International"
AU0000088338,A2P41Y,"AMPOL LTD","Aktien International","Aktien International"
AU0000096943,A2P97E,"ESSENTIAL METALS LTD.","Aktien International","Aktien International"
AU0000102154,A2QB8V,"MARVEL GOLD LTD","Aktien International","Aktien International"
AU0000104374,A2QCW3,"NEWPEAK METALS LTD","Aktien International","Aktien International"
AU0000109910,A2QFH5,"CYCLONE METALS LTD.","Aktien International","Aktien International"
AU0000114522,A2QG57,"FIREFINCH LTD","Aktien International","Aktien International"
AU0000114977,A2QHYJ,"BOOKTOPIA GROUP LTD","Aktien International","Aktien International"
AU0000115172,A2QG77,"ANTILLES GOLD LTD","Aktien International","Aktien International"
AU0000117285,A2QHM6,"SPACETALK LTD","Aktien International","Aktien International"
AU0000121337,A2QJ6U,"HUMM GROUP LTD","Aktien International","Aktien International"
AU0000122251,A2QKEZ,"QUEENSLAND PAC.METAL.LTD","Aktien International","Aktien International"
AU0000128787,A2QLTL,"ASTON MINERALS LTD","Aktien International","Aktien International"
AU0000134694,A2QPAR,"FIREBIRD METALS LTD","Aktien International","Aktien International"
AU0000137598,A2QQBW,"EPSILON HEALTHCARE LTD.","Aktien International","Aktien International"
AU0000139990,A3CPEX,"GRAPHENE MANUFACT.GROUP","Aktien International","Aktien International"
AU0000141533,A2QSAM,"QMINES LTD","Aktien International","Aktien International"
AU0000142945,A3ET0R,"TENNANT MINERALS LTD.","Aktien International","Aktien International"
AU0000143729,A3CLTW,"SUNRISE ENERGY META. LTD.","Aktien International","Aktien International"
AU0000145815,A3C7FG,"ARCADIA MINERALS CDI/1:1","Aktien International","Aktien International"
AU0000146961,A3CNFV,"OAKRIDGE INTERNATIONAL","Aktien International","Aktien International"
AU0000151680,A3CPT9,"SOUTH HARZ POTASH LTD.","Aktien International","Aktien International"
AU0000153256,A3C4K8,"ASKARI METALS LIMITED","Aktien International","Aktien International"
AU0000153280,A3CSEV,"CLEAN TEQ WATER LTD","Aktien International","Aktien International"
AU0000154833,A3CSV6,"ENDEAVOUR GROUP LTD","Aktien International","Aktien International"
AU0000155335,A3CRS0,"CRITICAL RESOURCES LTD.","Aktien International","Aktien International"
AU0000156416,A3CRZ8,"ELEVATE URANIUM LTD.","Aktien International","Aktien International"
AU0000158578,A3CUVD,"INDUSTRIAL MINERALS LTD","Aktien International","Aktien International"
AU0000166613,A3CWE4,"GREENWING RESOURCES LTD.","Aktien International","Aktien International"
AU0000179640,A3C40X,"ARIZONA LITHIUM LTD.","Aktien International","Aktien International"
AU0000180200,A3C6DG,"EVOL.ENERGY MIN.LTD","Aktien International","Aktien International"
AU0000182263,A3C8RW,"NIMY RESOURCES LIMITED","Aktien International","Aktien International"
AU0000182628,A3C6BV,"WINSOME RESOURCES LIMITED","Aktien International","Aktien International"
AU0000182784,A3C575,"AROVELLA THERAPEUTICS","Aktien International","Aktien International"
AU0000183253,A3C8V7,"LARVOTTO RESOURCES LTD.","Aktien International","Aktien International"
AU0000184202,A3C6E9,"DOMINION MINERALS LTD.","Aktien International","Aktien International"
AU0000187247,A3DA5F,"HARANGA RESOURCES LTD","Aktien International","Aktien International"
AU0000187353,A3DCS7,"BLOCK INC.  CDI/1/1","Aktien International","Aktien International"
AU0000187569,A3C8TV,"FALCON METALS LTD","Aktien International","Aktien International"
AU0000193666,A3C8Z7,"ALLKEM LTD.","Aktien International","Aktien International"
AU0000195380,A3C8S5,"ALMA METALS LTD. CUFS1","Aktien International","Aktien International"
AU0000196206,A3C85Y,"EV RESOURCES LTD.","Aktien International","Aktien International"
AU0000196891,A3C871,"CUFE LTD.","Aktien International","Aktien International"
AU0000198582,A3DAKM,"CENNTRO ELECTRIC GRP.LTD.","Aktien International","Aktien International"
AU0000198939,A3C9JR,"GREENX METALS LTD.","Aktien International","Aktien International"
AU0000199929,A3C9NG,"MORELLA CORPORATION LTD.","Aktien International","Aktien International"
AU0000200198,A3C905,"INCOME ASSET MNG.GRP.LTD.","Aktien International","Aktien International"
AU0000201006,A3DA8U,"HYGROVEST LTD.","Aktien International","Aktien International"
AU0000208910,A3DESP,"IPERIONX LTD.","Aktien International","Aktien International"
AU0000210957,A3DJY5,"INTERNATIONAL GRAPHITE","Aktien International","Aktien International"
AU0000218307,A3DK35,"ZIP CO. LTD","Aktien International","Aktien International"
AU0000221251,A3DMSC,"LEO LITHIUM LTD","Aktien International","Aktien International"
